Brand,Generic Category,Category,Sub Category,SKU,Product Name,Product Variant Name,Processor,Connectivity,Memory,Storage,Colour,Display,ALP Inc VAT,Media URLs,,,,,,,,,,,,,,,,,,,
APPLE,Laptops & Desktops,MAC,MacBook Pro,MX2K3HN/A,14-inch MacBook Pro,"14-inch MacBook Pro: Apple M4 Max chip with 14‑core CPU and 32‑core GPU, 36GB, 1TB SSD - Space Black",Apple M4 Max chip with 14‑core CPU and 32‑core GPU,,36GB,1TB SSD,Space Black,,"319,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,Laptops & Desktops,MAC,MacBook Pro,MX2T3HN/A,16-inch MacBook Pro,"16-inch MacBook Pro: Apple M4 Pro chip with 14‑core CPU and 20‑core GPU, 24GB, 512GB SSD - Silver",Apple M4 Pro chip with 14‑core CPU and 20‑core GPU,,24GB,512GB SSD,Silver,,"249,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,Laptops & Desktops,MAC,MacBook Pro,MX2U3HN/A,16-inch MacBook Pro,"16-inch MacBook Pro: Apple M4 Pro chip with 14‑core CPU and 20‑core GPU, 48GB, 512GB SSD - Silver",Apple M4 Pro chip with 14‑core CPU and 20‑core GPU,,48GB,512GB SSD,Silver,,"289,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,Laptops & Desktops,MAC,MacBook Pro,MX2V3HN/A,16-inch MacBook Pro,"16-inch MacBook Pro: Apple M4 Max chip with 14‑core CPU and 32‑core GPU, 36GB, 1TB SSD - Silver",Apple M4 Max chip with 14‑core CPU and 32‑core GPU,,36GB,1TB SSD,Silver,,"349,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,Laptops & Desktops,MAC,MacBook Pro,MX2W3HN/A,16-inch MacBook Pro,"16-inch MacBook Pro: Apple M4 Max chip with 16‑core CPU and 40‑core GPU, 48GB, 1TB SSD - Silver",Apple M4 Max chip with 16‑core CPU and 40‑core GPU,,48GB,1TB SSD,Silver,,"399,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,Laptops & Desktops,MAC,MacBook Pro,MX2X3HN/A,16-inch MacBook Pro,"16-inch MacBook Pro: Apple M4 Pro chip with 14‑core CPU and 20‑core GPU, 24GB, 512GB SSD - Space Black",Apple M4 Pro chip with 14‑core CPU and 20‑core GPU,,24GB,512GB SSD,Space Black,,"249,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,Laptops & Desktops,MAC,MacBook Pro,MX2Y3HN/A,16-inch MacBook Pro,"16-inch MacBook Pro: Apple M4 Pro chip with 14‑core CPU and 20‑core GPU, 48GB, 512GB SSD - Space Black",Apple M4 Pro chip with 14‑core CPU and 20‑core GPU,,48GB,512GB SSD,Space Black,,"289,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,Laptops & Desktops,MAC,MacBook Pro,MX303HN/A,16-inch MacBook Pro,"16-inch MacBook Pro: Apple M4 Max chip with 14‑core CPU and 32‑core GPU, 36GB, 1TB SSD - Space Black",Apple M4 Max chip with 14‑core CPU and 32‑core GPU,,36GB,1TB SSD,Space Black,,"349,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,Laptops & Desktops,MAC,MacBook Pro,MX313HN/A,16-inch MacBook Pro,"16-inch MacBook Pro: Apple M4 Max chip with 16‑core CPU and 40‑core GPU, 48GB, 1TB SSD - Space Black",Apple M4 Max chip with 16‑core CPU and 40‑core GPU,,48GB,1TB SSD,Space Black,,"399,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MC7Q4HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Natural Titanium Case with Natural Milanese Loop - S/M,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MC7R4HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Slate Titanium Case with Slate Milanese Loop - S/M,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MC7T4HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Gold Titanium Case with Gold Milanese Loop - S/M,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWA3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 42mm Silver Aluminium Case with Denim Sport Band - S/M,,GPS,,,,,"46,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWC3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 42mm Silver Aluminium Case with Denim Sport Band - M/L,,GPS,,,,,"46,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWD3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 42mm Silver Aluminium Case with Blue Cloud Sport Loop,,GPS,,,,,"46,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWE3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 42mm Jet Black Aluminium Case with Black Sport Band - S/M,,GPS,,,,,"46,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWF3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 42mm Jet Black Aluminium Case with Black Sport Band - M/L,,GPS,,,,,"46,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWG3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 42mm Jet Black Aluminium Case with Ink Sport Loop,,GPS,,,,,"46,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWH3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 42mm Rose Gold Aluminium Case with Light Blush Sport Band - S/M,,GPS,,,,,"46,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWJ3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 42mm Rose Gold Aluminium Case with Light Blush Sport Band - M/L,,GPS,,,,,"46,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWK3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 42mm Rose Gold Aluminium Case with Plum Sport Loop,,GPS,,,,,"46,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWL3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 46mm Silver Aluminium Case with Denim Sport Band - S/M,,GPS,,,,,"49,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWM3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 46mm Silver Aluminium Case with Denim Sport Band - M/L,,GPS,,,,,"49,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWN3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 46mm Silver Aluminium Case with Blue Cloud Sport Loop,,GPS,,,,,"49,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWP3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 46mm Jet Black Aluminium Case with Black Sport Band - S/M,,GPS,,,,,"49,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWQ3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 46mm Jet Black Aluminium Case with Black Sport Band - M/L,,GPS,,,,,"49,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWR3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 46mm Jet Black Aluminium Case with Ink Sport Loop,,GPS,,,,,"49,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWT3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 46mm Rose Gold Aluminium Case with Light Blush Sport Band - S/M,,GPS,,,,,"49,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWU3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 46mm Rose Gold Aluminium Case with Light Blush Sport Band - M/L,,GPS,,,,,"49,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWWV3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS 46mm Rose Gold Aluminium Case with Plum Sport Loop,,GPS,,,,,"49,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWX33HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Silver Aluminium Case with Denim Sport Band - S/M,,GPS + Cellular,,,,,"56,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWX43HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Silver Aluminium Case with Denim Sport Band - M/L,,GPS + Cellular,,,,,"56,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWX53HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Silver Aluminium Case with Blue Cloud Sport Loop,,GPS + Cellular,,,,,"56,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWX63HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Jet Black Aluminium Case with Black Sport Band - S/M,,GPS + Cellular,,,,,"56,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWX73HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Jet Black Aluminium Case with Black Sport Band - M/L,,GPS + Cellular,,,,,"56,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWX83HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Jet Black Aluminium Case with Ink Sport Loop,,GPS + Cellular,,,,,"56,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWX93HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Rose Gold Aluminium Case with Light Blush Sport Band - S/M,,GPS + Cellular,,,,,"56,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWXA3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Rose Gold Aluminium Case with Light Blush Sport Band - M/L,,GPS + Cellular,,,,,"56,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWXC3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Rose Gold Aluminium Case with Plum Sport Loop,,GPS + Cellular,,,,,"56,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWXD3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Natural Titanium Case with Stone Grey Sport Band - S/M,,GPS + Cellular,,,,,"79,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWXE3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Natural Titanium Case with Stone Grey Sport Band - M/L,,GPS + Cellular,,,,,"79,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWXF3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Natural Titanium Case with Natural Milanese Loop,,GPS + Cellular,,,,,"84,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWXG3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Slate Titanium Case with Black Sport Band - S/M,,GPS + Cellular,,,,,"79,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWXH3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Slate Titanium Case with Black Sport Band - M/L,,GPS + Cellular,,,,,"79,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWY03HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Silver Aluminium Case with Denim Sport Band - S/M,,GPS + Cellular,,,,,"59,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWY13HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Silver Aluminium Case with Denim Sport Band - M/L,,GPS + Cellular,,,,,"59,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWY23HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Silver Aluminium Case with Blue Cloud Sport Loop,,GPS + Cellular,,,,,"59,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWY33HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Jet Black Aluminium Case with Black Sport Band - S/M,,GPS + Cellular,,,,,"59,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWY43HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Jet Black Aluminium Case with Black Sport Band - M/L,,GPS + Cellular,,,,,"59,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWY53HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Jet Black Aluminium Case with Ink Sport Loop,,GPS + Cellular,,,,,"59,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWY63HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Rose Gold Aluminium Case with Light Blush Sport Band - S/M,,GPS + Cellular,,,,,"59,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWY73HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Rose Gold Aluminium Case with Light Blush Sport Band - M/L,,GPS + Cellular,,,,,"59,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWY83HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Rose Gold Aluminium Case with Plum Sport Loop,,GPS + Cellular,,,,,"59,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWY93HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Natural Titanium Case with Stone Grey Sport Band - S/M,,GPS + Cellular,,,,,"84,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWYA3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Natural Titanium Case with Stone Grey Sport Band - M/L,,GPS + Cellular,,,,,"84,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWYC3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Natural Titanium Case with Natural Milanese Loop - M/L,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWYD3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Slate Titanium Case with Black Sport Band - S/M,,GPS + Cellular,,,,,"84,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWYE3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Slate Titanium Case with Black Sport Band - M/L,,GPS + Cellular,,,,,"84,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWYW3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Slate Titanium Case with Slate Milanese Loop - M/L,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWYX3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Gold Titanium Case with Starlight Sport Band - S/M,,GPS + Cellular,,,,,"84,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MWYY3HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Gold Titanium Case with Starlight Sport Band - M/L,,GPS + Cellular,,,,,"84,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX003HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 46mm Gold Titanium Case with Gold Milanese Loop - M/L,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX053HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Slate Titanium Case with Slate Milanese Loop,,GPS + Cellular,,,,,"84,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX063HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Gold Titanium Case with Starlight Sport Band - S/M,,GPS + Cellular,,,,,"79,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX073HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Gold Titanium Case with Starlight Sport Band - M/L,,GPS + Cellular,,,,,"79,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX083HN/A,Apple Watch Series 10,Apple Watch Series 10 GPS + Cellular 42mm Gold Titanium Case with Gold Milanese Loop,,GPS + Cellular,,,,,"84,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4D3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Natural Titanium Case with Navy Ocean Band,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4E3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Natural Titanium Case with Tan Alpine Loop - Small,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4F3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Natural Titanium Case with Tan Alpine Loop - Medium,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4H3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Natural Titanium Case with Tan Alpine Loop - Large,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4J3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Natural Titanium Case with Blue Trail Loop - S/M,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4L3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Natural Titanium Case with Blue Trail Loop - M/L,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4M3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Natural Titanium Case with Natural Titanium Milanese Loop - S,,GPS + Cellular,,,,,"104,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4P3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium Case with Black Ocean Band,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4Q3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium Case with Dark Green Alpine Loop - Small,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4R3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium Case with Dark Green Alpine Loop - Medium,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4T3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium Case with Dark Green Alpine Loop - Large,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4U3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium Case with Black Trail Loop - S/M,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4V3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium Case with Black Trail Loop - M/L,,GPS + Cellular,,,,,"89,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX4W3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium Case with Black Titanium Milanese Loop - S,,GPS + Cellular,,,,,"104,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX5R3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Natural Titanium Case with Natural Titanium Milanese Loop - M,,GPS + Cellular,,,,,"104,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX5T3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Natural Titanium Case with Natural Titanium Milanese Loop - L,,GPS + Cellular,,,,,"104,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX5U3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium Case with Black Titanium Milanese Loop - M,,GPS + Cellular,,,,,"104,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MX5V3HN/A,Apple Watch Ultra 2,Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium Case with Black Titanium Milanese Loop - L,,GPS + Cellular,,,,,"104,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXE73HN/A,Apple Watch SE,Apple Watch SE GPS 40mm Midnight Aluminium Case with Midnight Sport Band - S/M,,GPS,,,,,"24,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXE93HN/A,Apple Watch SE,Apple Watch SE GPS 40mm Midnight Aluminium Case with Midnight Sport Band - M/L,,GPS,,,,,"24,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEA3HN/A,Apple Watch SE,Apple Watch SE GPS 40mm Midnight Aluminium Case with Ink Sport Loop,,GPS,,,,,"24,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEC3HN/A,Apple Watch SE,Apple Watch SE GPS 40mm Silver Aluminium Case with Denim Sport Band - S/M,,GPS,,,,,"24,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXED3HN/A,Apple Watch SE,Apple Watch SE GPS 40mm Silver Aluminium Case with Denim Sport Band - M/L,,GPS,,,,,"24,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEE3HN/A,Apple Watch SE,Apple Watch SE GPS 40mm Silver Aluminium Case with Blue Cloud Sport Loop,,GPS,,,,,"24,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEF3HN/A,Apple Watch SE,Apple Watch SE GPS 40mm Starlight Aluminium Case with Starlight Sport Band - S/M,,GPS,,,,,"24,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEG3HN/A,Apple Watch SE,Apple Watch SE GPS 40mm Starlight Aluminium Case with Starlight Sport Band - M/L,,GPS,,,,,"24,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEH3HN/A,Apple Watch SE,Apple Watch SE GPS 40mm Starlight Aluminium Case with Lake Green Sport Loop,,GPS,,,,,"24,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEJ3HN/A,Apple Watch SE,Apple Watch SE GPS 44mm Midnight Aluminium Case with Midnight Sport Band - S/M,,GPS,,,,,"27,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEK3HN/A,Apple Watch SE,Apple Watch SE GPS 44mm Midnight Aluminium Case with Midnight Sport Band - M/L,,GPS,,,,,"27,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEP3HN/A,Apple Watch SE,Apple Watch SE GPS 44mm Midnight Aluminium Case with Ink Sport Loop,,GPS,,,,,"27,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEQ3HN/A,Apple Watch SE,Apple Watch SE GPS 44mm Silver Aluminium Case with Denim Sport Band - S/M,,GPS,,,,,"27,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXER3HN/A,Apple Watch SE,Apple Watch SE GPS 44mm Silver Aluminium Case with Denim Sport Band - M/L,,GPS,,,,,"27,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXET3HN/A,Apple Watch SE,Apple Watch SE GPS 44mm Silver Aluminium Case with Blue Cloud Sport Loop,,GPS,,,,,"27,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEU3HN/A,Apple Watch SE,Apple Watch SE GPS 44mm Starlight Aluminium Case with Starlight Sport Band - S/M,,GPS,,,,,"27,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEV3HN/A,Apple Watch SE,Apple Watch SE GPS 44mm Starlight Aluminium Case with Starlight Sport Band - M/L,,GPS,,,,,"27,900.00",,,,,,,,,,,,,,,,,,,,
APPLE,WEARABLES,WEARABLES,Apple Watch,MXEW3HN/A,Apple Watch SE,Apple Watch SE GPS 44mm Starlight Aluminium Case with Lake Green Sport Loop,,GPS,,,,,"27,900.00",,,,,,,,,,,,,,,,,,,,
